date,returns
2016-08-19,9.592052083462477e-05
2016-08-26,-0.0036187779624015093
2016-09-02,-0.0018715783953666687
2016-09-09,-0.002304905327036977
2016-09-16,-0.0029032856691628695
2016-09-23,0.001343581243418157
2016-09-30,-0.0023211748339235783
2016-10-07,0.0007056984468363225
2016-10-14,-0.0032247602939605713
2016-10-21,0.0063677444122731686
2016-10-28,-0.0133628835901618
2016-11-04,-0.001730461372062564
2016-11-11,0.012318819761276245
2016-11-18,0.006096696946769953
2016-11-25,0.0048859803937375546
2016-12-02,0.0033220993354916573
2016-12-09,0.007316538132727146
2016-12-16,-0.01372838020324707
2016-12-23,-0.005298024974763393
2016-12-30,-0.0025715103838592768
2017-01-06,0.006325912196189165
2017-01-13,-0.006593478377908468
2017-01-20,0.0009366035810671747
2017-01-27,0.0009123653871938586
2017-02-03,0.0032684311736375093
2017-02-10,0.00043489024392329156
2017-02-17,-0.0013389026280492544
2017-02-24,-0.00261493562720716
2017-03-03,-0.005964058917015791
2017-03-10,-0.010277866385877132
2017-03-17,-8.957070531323552e-05
2017-03-24,0.0018789967289194465
2017-03-31,0.006935725919902325
2017-04-07,-7.012071000644937e-05
2017-04-14,-0.002990854438394308
2017-04-21,0.004839091561734676
2017-04-28,0.004268014337867498
2017-05-05,0.001994956284761429
2017-05-12,-0.004096427001059055
2017-05-19,-0.0004231987113598734
2017-05-26,-0.0017715166322886944
2017-06-02,-0.0019098049961030483
2017-06-09,0.001757261110469699
2017-06-16,0.004551147110760212
2017-06-23,0.006848678458482027
2017-06-30,0.0031668650917708874
2017-07-07,-0.007731012534350157
2017-07-14,0.004166748840361834
2017-07-21,-0.0011963992146775126
2017-07-28,0.004499043803662062
2017-08-04,-0.013243312947452068
2017-08-11,-0.0016776560805737972
2017-08-18,-0.0053435624577105045
2017-08-25,0.004614055622369051
2017-09-01,0.0024391247425228357
2017-09-08,-0.00044083353714086115
2017-09-15,0.002095441333949566
2017-09-22,-0.003084386931732297
2017-09-29,0.0057740299962460995
2017-10-06,-0.0022373993415385485
2017-10-13,-0.0009859828278422356
2017-10-20,-0.0006897497223690152
2017-10-27,-0.014849110506474972
2017-11-03,-0.0029462885577231646
2017-11-10,0.007948529906570911
2017-11-17,0.008157316595315933
2017-11-24,-0.0027343579567968845
2017-12-01,0.00726061686873436
2017-12-08,0.0038806346710771322
2017-12-15,-0.005585971288383007
2017-12-22,0.004898668732494116
2017-12-29,0.001843552105128765
2018-01-05,-0.0011973651126027107
2018-01-12,0.005268089007586241
2018-01-19,-0.0023572873324155807
2018-01-26,-0.0008638441213406622
2018-02-02,-0.00982301402837038
2018-02-09,-0.005108129233121872
2018-02-16,0.007139566354453564
2018-02-23,0.0028987484984099865
2018-03-02,-0.006637394428253174
2018-03-09,0.007248387672007084
2018-03-16,0.006274740677326918
2018-03-23,0.003134378232061863
2018-03-30,0.0011642746394500136
2018-04-06,-0.007131077814847231
2018-04-13,0.0010376345599070191
2018-04-20,0.003567941254004836
2018-04-27,0.006175479851663113
2018-05-04,-0.004227450583130121
2018-05-11,-0.0031861495226621628
2018-05-18,0.003837419440969825
2018-05-25,-0.00531452102586627
2018-06-01,0.0009180484339594841
2018-06-08,0.01038824301213026
2018-06-15,0.0064559560269117355
2018-06-22,0.0071404241025447845
2018-06-29,-0.009719246067106724
2018-07-06,0.0053268782794475555
2018-07-13,-0.005516486242413521
2018-07-20,-0.003774099051952362
2018-07-27,-0.0017420250223949552
2018-08-03,-0.00265277037397027
2018-08-10,-0.003215283155441284
2018-08-17,0.005067116115242243
2018-08-24,0.0019295288948342204
2018-08-31,-0.005344695411622524
2018-09-07,-0.0022424161434173584
2018-09-14,0.0029744580388069153
2018-09-21,0.0054565127938985825
2018-09-28,-0.006278964225202799
2018-10-05,-0.010607465170323849
2018-10-12,-0.010876774787902832
2018-10-19,0.0024207073729485273
2018-10-26,-0.011183845810592175
2018-11-02,0.02582988701760769
2018-11-09,0.0003268697764724493
2018-11-16,0.0034845867194235325
2018-11-23,0.008600456640124321
2018-11-30,-0.002646418521180749
2018-12-07,-0.016063503921031952
2018-12-14,-0.014029193669557571
2018-12-21,-0.019531261175870895
2018-12-28,0.0025053885765373707
2019-01-04,0.012777168303728104
2019-01-11,0.024018676951527596
2019-01-18,0.005897319409996271
2019-01-25,0.0030274067539721727
2019-02-01,0.00631045363843441
2019-02-08,-0.0026600926648825407
2019-02-15,0.015120480209589005
2019-02-22,0.003488316433504224
2019-03-01,-0.0037060794420540333
2019-03-08,-0.011638836935162544
2019-03-15,0.0019505087984725833
2019-03-22,-0.002268973272293806
2019-03-29,0.010626482777297497
2019-04-05,0.011000621132552624
2019-04-12,-0.0024396837688982487
2019-04-19,-0.011343474499881268
2019-04-26,0.0037693106569349766
2019-05-03,0.004416274838149548
2019-05-10,-0.0025310830678790808
2019-05-17,-0.009985887445509434
2019-05-24,-0.005140443332493305
2019-05-31,-0.005810129921883345
2019-06-07,0.00758706359192729
2019-06-14,0.0013149180449545383
2019-06-21,0.001612963736988604
2019-06-28,0.009007156826555729
2019-07-05,0.0020116090308874846
2019-07-12,-0.0008113663643598557
2019-07-19,-0.007513825315982103
2019-07-26,-0.005091784987598658
2019-08-02,-0.00954123493283987
2019-08-09,-0.007381493225693703
2019-08-16,-0.008647369220852852
2019-08-23,-0.0024089401122182608
2019-08-30,0.005136284977197647
2019-09-06,0.010374821722507477
2019-09-13,0.0115214167162776
2019-09-20,-0.004708860535174608
2019-09-27,0.0003139229374937713
2019-10-04,-0.012844962067902088
2019-10-11,0.0020922624971717596
2019-10-18,0.003386337775737047
2019-10-25,0.0038574233185499907
2019-11-01,0.002185580786317587
2019-11-08,0.0017345441738143563
2019-11-15,-0.0013764372561126947
2019-11-22,-0.0028768484480679035
2019-11-29,0.0014947685413062572
2019-12-06,0.0016241299454122782
2019-12-13,-0.0007722317823208869
2019-12-20,0.008818237110972404
2019-12-27,-0.004819901660084724
2020-01-03,-0.0018933219835162163
2020-01-10,-0.005393662489950657
2020-01-17,0.005615320522338152
2020-01-24,-0.004958598408848047
2020-01-31,-0.015170630067586899
2020-02-07,-0.001220670179463923
2020-02-14,0.007051496300846338
2020-02-21,0.006327047478407621
2020-02-28,-0.032974448055028915
2020-03-06,-0.02615416795015335
2020-03-13,-0.05673001706600189
2020-03-20,-0.05118286982178688
2020-03-27,0.04502619802951813
2020-04-03,-0.04598338156938553
2020-04-10,0.07955122739076614
2020-04-17,-0.01743832603096962
2020-04-24,0.0036730370484292507
2020-05-01,0.024489378556609154
2020-05-08,0.015703566372394562
2020-05-15,-0.03590273857116699
2020-05-22,0.03976531699299812
2020-05-29,0.021685615181922913
2020-06-05,0.04693587124347687
2020-06-12,-0.03023030050098896
2020-06-19,-0.0039825476706027985
2020-06-26,-0.022553900256752968
2020-07-03,0.011415607295930386
2020-07-10,-0.016664395108819008
2020-07-17,0.03204409033060074
2020-07-24,-0.0018067394848912954
2020-07-31,-0.014855929650366306
2020-08-07,0.004757449496537447
2020-08-14,0.012636758387088776
2020-08-21,-0.02525569312274456
2020-08-28,-0.0016050923150032759
2020-09-04,0.004297410603612661
2020-09-11,-0.0011550188064575195
2020-09-18,0.011892846785485744
2020-09-25,-0.024724271148443222
2020-10-02,0.013402674347162247
2020-10-09,0.015566879883408546
2020-10-16,-0.004287636373192072
2020-10-23,0.010654594749212265
2020-10-30,-0.010609202086925507
2020-11-06,0.009888403117656708
2020-11-13,0.046208638697862625
2020-11-20,0.014436563476920128
2020-11-27,0.01288920734077692
2020-12-04,0.014304584823548794
2020-12-11,-0.0077909245155751705
2020-12-18,0.008876918815076351
2020-12-25,0.0023477959912270308
2021-01-01,0.00033609557431191206
2021-01-08,0.012214605696499348
2021-01-15,0.0029840837232768536
2021-01-22,-0.006585273426026106
2021-01-29,-0.013645457103848457
2021-02-05,0.012709115631878376
2021-02-12,0.004600654821842909
2021-02-19,0.009202846325933933
2021-02-26,0.0076056052930653095
2021-03-05,0.012946592643857002
2021-03-12,0.014802411198616028
2021-03-19,-0.0009391556377522647
2021-03-26,-0.0032311459071934223
2021-04-02,0.0022270039189606905
2021-04-09,-0.007668662816286087
2021-04-16,0.003305854042991996
2021-04-23,0.010690825991332531
2021-04-30,0.0014788483968004584
2021-05-07,0.006644640117883682
2021-05-14,0.00276533467695117
2021-05-21,-0.0030424869619309902
2021-05-28,0.00840120017528534
2021-06-04,0.00590807618573308
2021-06-11,-0.0017531070625409484
2021-06-18,-0.019801564514636993
2021-06-25,0.007710138335824013
2021-07-02,-0.0063900393433868885
2021-07-09,0.0012766055297106504
2021-07-16,-0.01589476317167282
2021-07-23,0.004870947916060686
2021-07-30,0.009034112095832825
2021-08-06,0.002344124484807253
2021-08-13,-0.0009862188016995788
2021-08-20,-0.008936338126659393
2021-08-27,0.00993322767317295
2021-09-03,-0.0019875976722687483
2021-09-10,-0.008864007890224457
2021-09-17,-0.0013962376397103071
2021-09-24,0.005673935171216726
2021-10-01,0.002155388006940484
2021-10-08,-0.006973692215979099
2021-10-15,-0.00040060983155854046
2021-10-22,0.009823557920753956
2021-10-29,-0.01918894797563553
2021-11-05,0.00365613610483706
2021-11-12,0.006551249884068966
2021-11-19,-0.01869313232600689
2021-11-26,-0.010687489993870258
2021-12-03,-0.008682777173817158
2021-12-10,0.00657245796173811
2021-12-17,-8.52607045089826e-05
2021-12-24,0.00850080605596304
